destport,protocol,tag
3,sm (deprecated),tag5
8,nsfnet-igp,tag6
15,scps,tag8
5,visa,tag8
1,crudp,tag3
10,nvp-ii,tag9
6,ipv6-route,tag9
10,igp,tag7
18,hopopt,tag1
12,vines,tag6
17,vrrp,tag4
0,3pc,tag10
18,wb-expak,tag5
17,irtp,tag9
11,udplite,tag3
1,ggp,tag10
19,nsh,tag9
5,rdp,tag3
2,nvp-ii,tag5
17,kryptolan,tag3
8,qnx,tag6
12,leaf-2,tag9
15,ipv6-opts,tag8
10,iatp,tag1
19,rvd,tag1
11,swipe (deprecated),tag8
17,ipv6-frag,tag8
11,udp,tag5
16,3pc,tag10
7,pnni,tag9
9,ipv6-opts,tag1
19,cftp,tag1
6,ipcomp,tag6
15,shim6,tag6
0,igp,tag8
4,cftp,tag9
11,emcon,tag8
4,compaq-peer,tag1
2,wsn,tag7
3,kryptolan,tag9
15,bna,tag4
17,merit-inp,tag8
11,skip,tag5
0,mobility header,tag1
1,fc,tag7
18,xnet,tag3
17,3pc,tag4
13,l2tp,tag5
1,trunk-1,tag2
12,ipcv,tag2
5,skip,tag1
14,nsh,tag10
17,aggfrag,tag3
11,rvd,tag9
17,udplite,tag9
14,ddx,tag6
3,compaq-peer,tag4
0,chaos,tag3
12,dcn-meas,tag2
13,shim6,tag8
6,pim,tag7
8,bna,tag3
19,wesp,tag8
16,icmp,tag8
9,sat-expak,tag5
13,manet,tag8
14,secure-vmtp,tag4
17,pgm,tag4
9,il,tag5
9,bna,tag6
12,ospfigp,tag8
18,vmtp,tag7
6,gre,tag3
15,egp,tag7
16,br-sat-mon,tag7
11,nvp-ii,tag7
6,stp,tag7
15,igmp,tag2
7,pim,tag5
13,ah,tag2
6,eigrp,tag4
9,aris,tag10
5,shim6,tag9
1,scc-sp,tag4
16,tp++,tag3
1,gmtp,tag8
10,crtp,tag2
1,dsr,tag6
18,ggp,tag8
0,sscopmce,tag9
0,a/n,tag8
15,kryptolan,tag5
3,ipx-in-ip,tag9
10,ospfigp,tag7
1,wesp,tag10
13,xns-idp,tag6
15,kryptolan,tag4
10,ethernet,tag4
15,trunk-1,tag7
9,ipv6,tag10
10,isis over ipv4,tag8
7,tcp,tag3
12,sprite-rpc,tag7
5,micp (deprecated),tag2
1,netblt,tag3
1,xtp,tag3
6,icmp,tag4
18,ethernet,tag2
13,tcp,tag3
3,nsfnet-igp,tag3
1,vmtp,tag10
7,micp (deprecated),tag6
1,sdrp,tag1
19,leaf-2,tag7
4,wsn,tag10
12,smp,tag9
2,ddp,tag5
9,xtp,tag3
6,bbn-rcc-mon,tag8
7,st,tag10
15,rsvp-e2e-ignore,tag5
9,egp,tag7
4,pgm,tag4
5,leaf-1,tag2
5,wb-expak,tag7
10,dccp,tag9
6,ippc,tag5
3,xtp,tag9
12,igp,tag2
13,ipv6-opts,tag9
6,ifmp,tag1
17,encap,tag10
0,aris,tag1
10,egp,tag6
11,xnet,tag5
1,mpls-in-ip,tag10
17,aggfrag,tag7
6,vmtp,tag4
3,mtp,tag9
17,mobility header,tag3
2,wesp,tag4
18,iso-tp4,tag7
0,ospfigp,tag4
11,isis over ipv4,tag5
14,emcon,tag7
8,ipx-in-ip,tag1
11,sm (deprecated),tag2
15,crtp,tag10
0,idpr-cmtp,tag5
7,compaq-peer,tag2
19,ddx,tag2
1,sun-nd,tag7
17,nsfnet-igp,tag1
3,leaf-1,tag1
3,ipx-in-ip,tag5
17,larp,tag8
17,hip,tag10
3,trunk-2,tag3
14,ddp,tag10
12,scps,tag8
0,ipv6,tag2
0,kryptolan,tag10
15,iptm,tag9
5,ddx,tag3
9,gre,tag8
17,shim6,tag2
7,wsn,tag6
0,mfe-nsp,tag6
5,tcf,tag9
6,3pc,tag8
4,sat-mon,tag4
3,ddp,tag8
14,tlsp,tag5
10,fc,tag10
10,smp,tag1
2,snp,tag3
8,trunk-2,tag10
15,isis over ipv4,tag2
14,visa,tag6
11,isis over ipv4,tag10
19,iso-ip,tag5
0,cftp,tag2
16,idpr,tag6
12,ddp,tag7
16,sps,tag10
7,sat-mon,tag3
17,min-ipv4,tag6
12,aggfrag,tag7
0,rohc,tag9
0,pup,tag6
2,rsvp-e2e-ignore,tag10
15,aggfrag,tag6
17,aggfrag,tag4
10,prm,tag8
7,ddx,tag3
18,vrrp,tag1
15,sat-mon,tag5
7,3pc,tag6
18,nsh,tag2
7,narp,tag2
13,ipv6-nonxt,tag4
16,rdp,tag3
11,visa,tag2
8,il,tag10
4,ipv6,tag8
13,ipv6-icmp,tag7
0,mtp,tag4
19,gre,tag9
5,ospfigp,tag4
19,il,tag8
19,rdp,tag2
13,idpr-cmtp,tag10
17,iptm,tag7
5,uti,tag5
13,secure-vmtp,tag1
15,mux,tag9
8,prm,tag6
15,hopopt,tag8
1,i-nlsp,tag3
8,iplt,tag5
6,tcf,tag7
6,udp,tag4
15,sat-mon,tag9
3,ipv6-frag,tag6
9,rsvp-e2e-ignore,tag4
18,tcp,tag5
7,irtp,tag4
9,ah,tag7
15,ifmp,tag4
5,crudp,tag7
6,iplt,tag1
9,chaos,tag5
6,xnet,tag2
15,scc-sp,tag2
2,hopopt,tag9
5,pup,tag6
10,ipcv,tag1
1,min-ipv4,tag10
5,iso-ip,tag8
13,pipe,tag8
3,ippc,tag8
5,esp,tag8
18,ipv6-nonxt,tag3
15,rohc,tag9
12,ipv4,tag6
19,ippc,tag7
8,iatp,tag3
10,ipcomp,tag5
10,sun-nd,tag9
19,tcp,tag2
16,sscopmce,tag2
3,igp,tag8
5,larp,tag9
17,min-ipv4,tag4
15,ethernet,tag10
1,pvp,tag4
15,ipx-in-ip,tag2
16,3pc,tag3
10,prm,tag5
18,larp,tag10
3,gmtp,tag10
18,bbn-rcc-mon,tag7
13,mpls-in-ip,tag6
14,bbn-rcc-mon,tag7
5,mtp,tag8
2,ptp,tag6
19,leaf-1,tag7
8,uti,tag4
2,i-nlsp,tag6
4,micp (deprecated),tag2
10,ipv6,tag9
11,iatp,tag6
8,bbn-rcc-mon,tag9
12,l2tp,tag6
3,snp,tag9
18,isis over ipv4,tag7
16,irtp,tag6
12,a/n,tag4
1,xns-idp,tag6
11,wesp,tag3
10,ipv6,tag3
19,ipv6-nonxt,tag6
3,fire,tag3
12,ippc,tag7
11,ah,tag5
10,pim,tag6
6,leaf-1,tag6
3,iatp,tag4
17,irtp,tag10
0,srp,tag3
1,igp,tag9
12,il,tag1
8,ipx-in-ip,tag2
19,ggp,tag2
16,egp,tag5
13,ptp,tag1
3,sm (deprecated),tag1
1,scps,tag5
6,scc-sp,tag4
11,mpls-in-ip,tag7
15,ipv6-opts,tag4
9,br-sat-mon,tag1
6,il,tag1
16,mobility header,tag4
4,swipe (deprecated),tag4
9,eigrp,tag9
7,ipv6-opts,tag6
16,scps,tag1
12,pipe,tag4
8,pipe,tag8
12,uti,tag4
18,ptp,tag2
13,aggfrag,tag3
14,wb-mon,tag9
16,scc-sp,tag6
6,netblt,tag9
5,sat-expak,tag1
8,fire,tag9
6,mtp,tag8
9,rsvp,tag7
6,crtp,tag5
0,udplite,tag5
18,cftp,tag10
1,aris,tag3
10,mfe-nsp,tag2
19,scc-sp,tag2
10,rsvp-e2e-ignore,tag6
3,cpnx,tag10
14,tcf,tag9
4,egp,tag3
12,gmtp,tag8
10,min-ipv4,tag7
6,larp,tag2
5,srp,tag9
16,ethernet,tag4
2,xnet,tag5
13,br-sat-mon,tag5
10,cftp,tag6
8,rsvp,tag3
17,fc,tag10
5,cphb,tag4
1,ipv6-frag,tag1
12,tp++,tag10
4,icmp,tag9
11,ipv4,tag7
16,ospfigp,tag5
4,wb-expak,tag3
13,rsvp-e2e-ignore,tag8
11,trunk-2,tag1
7,shim6,tag4
13,sscopmce,tag5
10,argus (deprecated),tag2
2,shim6,tag5
5,ipv6-nonxt,tag8
1,mobility header,tag7
17,ipcv,tag2
10,merit-inp,tag4
6,nsfnet-igp,tag10
8,ax.25,tag9
6,ipv6-opts,tag3
4,il,tag3
0,skip,tag9
17,ethernet,tag3
19,udplite,tag4
10,larp,tag8
9,sat-expak,tag3
8,ifmp,tag3
16,ipv6-frag,tag8
4,pim,tag3
6,sctp,tag1
11,esp,tag5
6,icmp,tag2
11,sscopmce,tag4
16,iso-tp4,tag5
10,secure-vmtp,tag3
16,secure-vmtp,tag5
5,tp++,tag1
7,iso-tp4,tag2
19,iptm,tag4
14,ah,tag4
4,st,tag1
2,pup,tag10
18,sat-mon,tag7
2,pup,tag8
19,larp,tag7
19,isis over ipv4,tag8
8,encap,tag10
13,dgp,tag6
3,xns-idp,tag4
2,gre,tag5
5,visa,tag6
6,mfe-nsp,tag4
2,rvd,tag9
4,mfe-nsp,tag4
9,iptm,tag2
19,swipe (deprecated),tag10
8,idpr,tag9
17,igmp,tag7
3,ipv4,tag1
6,wesp,tag2
19,idpr-cmtp,tag4
2,xnet,tag8
0,gmtp,tag4
10,ippc,tag4
11,ipv6,tag2
0,vines,tag2
9,wesp,tag1
10,secure-vmtp,tag8
16,sctp,tag7
19,dsr,tag1
6,pgm,tag4
11,pvp,tag7
9,vmtp,tag1
1,ipv6-nonxt,tag4
17,crudp,tag2
15,ggp,tag8
4,bbn-rcc-mon,tag4
5,nsfnet-igp,tag8
8,compaq-peer,tag5
3,ax.25,tag2
0,stp,tag3
10,fc,tag7
17,pnni,tag3
12,udp,tag5
1,compaq-peer,tag6
3,skip,tag2
1,stp,tag5
4,irtp,tag10
10,ethernet,tag1
16,kryptolan,tag7
8,dccp,tag6
9,mtp,tag4
9,pvp,tag5
17,encap,tag3
12,isis over ipv4,tag6
7,nvp-ii,tag7
15,vrrp,tag6
14,narp,tag10
6,tcp,tag9
3,vmtp,tag6
16,rsvp-e2e-ignore,tag4
7,cpnx,tag3
18,gmtp,tag8
0,trunk-1,tag1
18,pvp,tag7
10,iplt,tag4
18,esp,tag5
15,bna,tag2
0,aggfrag,tag4
2,iptm,tag1
12,xtp,tag2
8,nsh,tag1
5,scc-sp,tag5
18,ipcomp,tag7
13,bbn-rcc-mon,tag2
19,ptp,tag4
12,ipcomp,tag1
11,rdp,tag6
4,ggp,tag5
18,fc,tag3
4,mfe-nsp,tag3
4,mpls-in-ip,tag6
11,argus (deprecated),tag8
15,br-sat-mon,tag4
8,compaq-peer,tag6
5,ipv6-route,tag5
17,sdrp,tag8
19,uti,tag3
15,iso-tp4,tag1
14,vines,tag5
5,cbt,tag3
0,nvp-ii,tag2
13,rsvp,tag7
2,larp,tag3
19,merit-inp,tag3
18,larp,tag1
15,rsvp-e2e-ignore,tag8
0,kryptolan,tag8
4,dgp,tag4
4,ipv6-opts,tag6
12,hip,tag8
6,mobility header,tag6
11,sps,tag2
17,a/n,tag6
5,manet,tag8
5,trunk-2,tag1
1,idrp,tag1
14,ethernet,tag2
7,narp,tag10
13,stp,tag6
15,iplt,tag1
11,narp,tag7
12,ipv6-opts,tag6
5,rdp,tag2
14,ipv6-frag,tag1
2,3pc,tag6
19,tcf,tag5
4,skip,tag2
1,aggfrag,tag5
11,ipip,tag7
8,3pc,tag9
2,mux,tag8
12,gre,tag4
16,dcn-meas,tag9
3,ptp,tag9
4,compaq-peer,tag3
6,sun-nd,tag10
16,ggp,tag1
16,min-ipv4,tag3
6,snp,tag4
19,ipv6,tag4
9,qnx,tag1
18,scc-sp,tag4
4,cbt,tag8
13,rsvp-e2e-ignore,tag5
17,rohc,tag8
8,vrrp,tag5
4,crtp,tag2
5,scc-sp,tag1
14,leaf-2,tag1
8,idpr-cmtp,tag6
1,idpr,tag6
7,sdrp,tag6
1,iplt,tag7
14,kryptolan,tag5
2,ah,tag8
15,leaf-1,tag2
9,ipcv,tag2
7,icmp,tag10
4,xns-idp,tag2
14,igp,tag10
9,ifmp,tag10
15,dsr,tag8
0,irtp,tag10
15,vines,tag7
3,argus (deprecated),tag10
6,irtp,tag7
9,trunk-1,tag3
15,ipcomp,tag9
17,st,tag2
9,xns-idp,tag3
14,dcn-meas,tag1
10,micp (deprecated),tag5
18,aris,tag6
1,ipip,tag9
11,wsn,tag9
11,dsr,tag6
15,i-nlsp,tag1
6,ipcv,tag6
11,hmp,tag8
13,argus (deprecated),tag8
1,esp,tag8
5,ipv6-route,tag4
9,mux,tag6
19,uti,tag2
2,fc,tag2
9,ipcv,tag9
17,visa,tag3
10,mobility header,tag5
17,ddp,tag6
11,rsvp-e2e-ignore,tag1
13,leaf-1,tag4
6,tlsp,tag9
12,sat-expak,tag5
2,tlsp,tag8
13,mpls-in-ip,tag8
13,wb-mon,tag7
5,mobility header,tag8
13,nsh,tag4
15,qnx,tag5
18,rdp,tag1
9,wesp,tag3
10,merit-inp,tag5
7,mpls-in-ip,tag4
0,eigrp,tag9
9,rohc,tag1
5,prm,tag10
18,fire,tag1
3,leaf-1,tag9
7,ggp,tag7
4,min-ipv4,tag5
2,shim6,tag9
18,ipv6-opts,tag1
13,cpnx,tag5
15,snp,tag7
2,encap,tag3
11,sps,tag5
5,dsr,tag10
9,tp++,tag1
4,xtp,tag5
18,icmp,tag1
4,iptm,tag9
12,leaf-1,tag6
19,udplite,tag9
1,ipv4,tag7
13,compaq-peer,tag7
4,ipx-in-ip,tag7
8,irtp,tag8
6,etherip,tag8
18,micp (deprecated),tag2
3,ipip,tag2
16,emcon,tag5
5,larp,tag6
10,tcf,tag3
13,udp,tag1
16,stp,tag10
12,qnx,tag2
4,stp,tag5
7,dgp,tag5
13,argus (deprecated),tag4
4,i-nlsp,tag2
2,wsn,tag5
19,sat-mon,tag7
12,ippc,tag6
18,pvp,tag10
5,ippc,tag7
2,ipcv,tag5
18,ggp,tag2
8,srp,tag5
7,larp,tag5
9,crudp,tag9
1,bbn-rcc-mon,tag5
19,ippc,tag3
13,l2tp,tag2
5,stp,tag1
10,ospfigp,tag6
2,wesp,tag7
16,ipv6-nonxt,tag9
11,stp,tag4
16,sm (deprecated),tag5
7,pgm,tag10
17,ddx,tag2
19,aggfrag,tag2
5,dccp,tag8
1,pipe,tag1
7,pup,tag8
19,pnni,tag7
8,iplt,tag7
11,st,tag5
7,skip,tag1
18,ipv6-icmp,tag10
19,vmtp,tag8
3,argus (deprecated),tag7
15,srp,tag3
10,wb-expak,tag6
6,ippc,tag7
11,leaf-2,tag1
8,min-ipv4,tag10
0,crtp,tag6
3,scc-sp,tag1
2,pim,tag5
10,rohc,tag5
2,micp (deprecated),tag9
14,mobility header,tag3
2,sm (deprecated),tag2
15,ippc,tag6
6,sps,tag1
18,rdp,tag3
12,snp,tag8
18,swipe (deprecated),tag7
11,idpr-cmtp,tag7
13,ipcv,tag9
8,rsvp,tag4
13,fire,tag7
3,ospfigp,tag10
13,ethernet,tag2
11,kryptolan,tag7
9,l2tp,tag4
12,manet,tag6
12,ipv6-route,tag4
6,gre,tag6
13,xnet,tag1
11,wesp,tag5
13,vrrp,tag6
5,bna,tag5
6,vmtp,tag3
5,srp,tag2
6,ggp,tag4
10,wb-mon,tag3
4,mpls-in-ip,tag8
9,bna,tag7
8,qnx,tag8
8,tcp,tag6
18,pim,tag9
6,esp,tag8
13,sm (deprecated),tag4
8,wb-mon,tag1
18,ipv4,tag4
6,uti,tag3
15,dccp,tag9
10,sctp,tag1
11,sps,tag4
2,mpls-in-ip,tag10
13,shim6,tag2
19,sm (deprecated),tag2
17,xns-idp,tag4
14,cftp,tag2
19,compaq-peer,tag7
10,gre,tag8
1,vines,tag1
5,snp,tag6
10,icmp,tag8
10,vines,tag6
7,dcn-meas,tag10
14,ipv6-frag,tag6
6,leaf-1,tag2
18,shim6,tag6
6,chaos,tag9
9,sat-mon,tag1
8,pgm,tag8
10,ipcomp,tag4
9,rohc,tag6
16,hmp,tag4
19,etherip,tag3
14,i-nlsp,tag6
4,wb-mon,tag3
9,ggp,tag7
10,leaf-1,tag9
18,aggfrag,tag10
3,idpr,tag2
11,tcp,tag8
13,aggfrag,tag6
6,hip,tag10
1,smp,tag8
13,trunk-1,tag3
12,cftp,tag9
17,vmtp,tag2
4,visa,tag5
10,ethernet,tag7
1,igp,tag7
7,ah,tag9
18,ifmp,tag6
12,iso-tp4,tag9
4,rsvp,tag10
18,uti,tag3
1,gre,tag4
13,stp,tag2
14,nvp-ii,tag4
18,irtp,tag9
17,ifmp,tag2
15,rdp,tag1
8,gre,tag1
17,merit-inp,tag10
17,pnni,tag5
16,ipv6-icmp,tag4
18,ipcv,tag9
18,scps,tag2
11,dccp,tag4
0,iatp,tag4
12,tp++,tag4
5,sat-mon,tag2
9,rsvp,tag5
9,scc-sp,tag5
19,dgp,tag10
19,fire,tag6
9,gmtp,tag3
0,mpls-in-ip,tag8
5,bna,tag4
16,nsfnet-igp,tag5
9,compaq-peer,tag8
6,mfe-nsp,tag3
15,trunk-1,tag9
5,idpr-cmtp,tag8
10,encap,tag4
4,crudp,tag10
8,ddx,tag3
13,cftp,tag7
12,uti,tag5
10,xnet,tag3
11,iso-tp4,tag8
15,tcf,tag4
2,aris,tag9
10,gmtp,tag3
5,swipe (deprecated),tag6
2,cphb,tag9
9,ipx-in-ip,tag2
11,encap,tag4
8,nsfnet-igp,tag10
15,kryptolan,tag2
10,vmtp,tag7
0,ipv6-opts,tag4
14,compaq-peer,tag3
2,dcn-meas,tag8
19,uti,tag4
8,swipe (deprecated),tag3
18,wb-expak,tag10
13,pnni,tag6
15,xns-idp,tag3
10,compaq-peer,tag3
13,ipip,tag5
16,min-ipv4,tag6
8,ospfigp,tag5
16,iptm,tag7
11,ipv4,tag10
12,aggfrag,tag3
7,narp,tag9
14,br-sat-mon,tag3
9,idpr,tag8
13,sscopmce,tag1
18,vmtp,tag4
7,ipv4,tag4
1,cphb,tag8
15,mtp,tag10
3,sctp,tag5
19,swipe (deprecated),tag3
14,trunk-1,tag2
17,srp,tag5
13,a/n,tag2
5,3pc,tag2
19,ggp,tag7
13,dccp,tag9
2,netblt,tag6
15,trunk-1,tag8
18,pipe,tag9
18,mux,tag4
7,micp (deprecated),tag2
4,iso-ip,tag2
8,isis over ipv4,tag1
15,nsfnet-igp,tag8
16,vrrp,tag5
17,ax.25,tag3
10,sdrp,tag1
0,rvd,tag8
17,icmp,tag8
0,ipip,tag8
17,netblt,tag9
1,ipv6-nonxt,tag6
2,igmp,tag10
0,igmp,tag10
12,pup,tag9
19,cpnx,tag9
14,crudp,tag6
5,tcp,tag4
17,emcon,tag5
2,argus (deprecated),tag4
12,aris,tag6
17,wb-mon,tag2
4,skip,tag3
18,narp,tag4
18,iatp,tag3
5,wb-mon,tag2
0,xtp,tag3
0,xtp,tag1
0,i-nlsp,tag6
17,gre,tag1
15,ipv6-nonxt,tag3
19,ipv6-route,tag8
2,mfe-nsp,tag1
3,3pc,tag4
11,ipv6,tag6
7,uti,tag3
18,iplt,tag7
17,tcp,tag1
3,icmp,tag3
5,rsvp,tag5
10,idpr-cmtp,tag6
16,chaos,tag5
9,pgm,tag4
16,hmp,tag7
1,dgp,tag3
16,wesp,tag1
7,ptp,tag9
18,ipx-in-ip,tag10
3,xtp,tag4
9,ethernet,tag8
10,pim,tag2
4,bna,tag7
0,nvp-ii,tag10
1,nsfnet-igp,tag8
0,hmp,tag1
19,pim,tag3
14,rsvp,tag2
12,idrp,tag7
4,rsvp-e2e-ignore,tag5
17,a/n,tag10
11,visa,tag7
9,dgp,tag4
10,sdrp,tag10
1,irtp,tag9
12,tp++,tag3
1,mtp,tag1
11,skip,tag8
4,ptp,tag4
10,pup,tag6
12,mfe-nsp,tag7
7,aggfrag,tag8
15,ipv4,tag8
13,idpr,tag5
1,scps,tag10
13,irtp,tag3
7,irtp,tag8
7,br-sat-mon,tag5
13,ipip,tag4
12,ospfigp,tag7
0,dsr,tag9
4,uti,tag1
19,hmp,tag5
6,snp,tag7
18,hmp,tag1
9,mfe-nsp,tag6
14,sm (deprecated),tag4
17,pnni,tag1
15,igp,tag7
2,narp,tag8
17,uti,tag6
4,cpnx,tag9
17,cpnx,tag4
10,ipv6-nonxt,tag4
13,l2tp,tag9
19,vmtp,tag4
2,mux,tag1
15,iatp,tag1
11,ipv6-icmp,tag1
8,cphb,tag10
17,encap,tag5
9,larp,tag8
1,mtp,tag9
8,aggfrag,tag6
2,sat-mon,tag7
4,sdrp,tag10
13,ippc,tag7
18,ipx-in-ip,tag3
1,bna,tag1
11,cpnx,tag3
12,ptp,tag8
14,sm (deprecated),tag10
8,esp,tag4
14,mpls-in-ip,tag2
13,larp,tag2
19,argus (deprecated),tag5
18,pvp,tag2
16,secure-vmtp,tag10
11,secure-vmtp,tag5
18,aggfrag,tag3
5,igmp,tag5
9,ipx-in-ip,tag3
6,igmp,tag1
8,tp++,tag9
4,ipv6-frag,tag7
12,pgm,tag9
0,netblt,tag2
19,secure-vmtp,tag1
17,udplite,tag3
7,sat-mon,tag2
18,ipv6-icmp,tag4
1,cphb,tag9
18,a/n,tag8
14,ddp,tag1
19,dcn-meas,tag10
7,wb-mon,tag1
2,xnet,tag7
7,micp (deprecated),tag10
13,prm,tag2
15,rsvp-e2e-ignore,tag2
9,cpnx,tag10
10,wb-mon,tag6
13,sdrp,tag3
16,cpnx,tag2
8,dgp,tag9
16,fc,tag7
2,rsvp,tag6
8,vrrp,tag10
2,nsfnet-igp,tag4
4,pup,tag3
14,qnx,tag9
14,min-ipv4,tag2
12,gmtp,tag9
7,sps,tag7
6,compaq-peer,tag9
13,ipv6-route,tag4
6,sun-nd,tag6
18,tlsp,tag4
2,st,tag9
7,netblt,tag8
18,wesp,tag7
12,ptp,tag4
4,pnni,tag9
5,wb-expak,tag3
2,mfe-nsp,tag3
3,stp,tag5
16,ptp,tag7
7,ipv6-icmp,tag7
12,wb-mon,tag2
19,rsvp-e2e-ignore,tag10
1,fire,tag1
15,pipe,tag8
12,bbn-rcc-mon,tag3
12,hopopt,tag9
3,ipv6,tag9
12,pnni,tag10
16,narp,tag10
7,nsfnet-igp,tag1
4,a/n,tag4
11,il,tag5
10,sscopmce,tag5
2,tcf,tag6
9,sdrp,tag2
1,secure-vmtp,tag4
9,smp,tag4
6,leaf-1,tag9
5,irtp,tag9
1,mpls-in-ip,tag3
9,skip,tag4
2,aggfrag,tag6
14,hip,tag7
0,rdp,tag3
3,ipx-in-ip,tag1
1,vmtp,tag7
10,irtp,tag6
0,bbn-rcc-mon,tag9
11,nvp-ii,tag2
11,prm,tag1
17,udplite,tag2
16,crtp,tag4
3,pup,tag9
19,sscopmce,tag5
11,cphb,tag5
19,sscopmce,tag2
15,icmp,tag1
11,xtp,tag7
6,hmp,tag9
13,br-sat-mon,tag2
12,hip,tag3
6,rvd,tag5
1,ddp,tag5
15,trunk-2,tag3
3,sdrp,tag5
11,mobility header,tag6
18,il,tag4
15,rohc,tag8
10,nsfnet-igp,tag10
9,ipv6-route,tag9
3,tp++,tag10
0,netblt,tag1
10,chaos,tag9
7,pup,tag2
16,argus (deprecated),tag4
14,snp,tag10
5,ipx-in-ip,tag2
19,bbn-rcc-mon,tag6
9,leaf-2,tag5
3,fc,tag8
14,mtp,tag1
11,egp,tag6
10,mtp,tag7
14,scps,tag4
10,nsh,tag9
6,nsfnet-igp,tag6
0,ipv4,tag6
10,ospfigp,tag8
15,iso-ip,tag8
0,idpr,tag6
11,ipv6-nonxt,tag3
10,udp,tag6
17,tlsp,tag8
6,mtp,tag7
5,ipcomp,tag10
11,mpls-in-ip,tag9
13,wsn,tag7
16,nsfnet-igp,tag1
15,rdp,tag8
17,rohc,tag1
17,il,tag4
2,cphb,tag1
12,pvp,tag4
6,dcn-meas,tag8
2,idrp,tag10
19,wb-mon,tag8
12,sat-expak,tag2
8,ipv6-route,tag7
19,udplite,tag3
17,skip,tag5
1,egp,tag7
11,dgp,tag6
12,fc,tag5
17,hip,tag4
16,ddp,tag7
8,stp,tag4
15,ptp,tag7
14,cftp,tag1
5,qnx,tag10
19,wesp,tag10
13,ipv6-frag,tag7
13,visa,tag2
18,rsvp-e2e-ignore,tag2
1,ptp,tag3
14,bbn-rcc-mon,tag8
11,trunk-2,tag9
16,xtp,tag1
8,idpr-cmtp,tag2
8,stp,tag5
10,udplite,tag3
16,srp,tag5
5,crudp,tag1
6,wb-mon,tag4
13,xtp,tag8
0,tp++,tag7
0,ipcv,tag1
19,visa,tag3
2,pipe,tag8
0,gre,tag3
15,secure-vmtp,tag10
1,chaos,tag5
17,scps,tag7
9,ipv4,tag10
4,pvp,tag7
14,sm (deprecated),tag1
10,qnx,tag6
18,crtp,tag1
19,pnni,tag3
18,trunk-2,tag4
12,fire,tag10
6,uti,tag9
18,hip,tag8
18,pipe,tag1
12,dccp,tag8
2,hmp,tag1
0,uti,tag3
12,iatp,tag1
1,sat-mon,tag10
5,trunk-1,tag9
11,ifmp,tag5
16,pnni,tag5
19,iplt,tag5
14,pup,tag10
6,aggfrag,tag10
12,mux,tag6
7,pim,tag8
8,ethernet,tag3
18,iatp,tag8
13,wb-mon,tag2
6,icmp,tag1
0,sscopmce,tag6
4,rsvp,tag8
14,srp,tag7
0,merit-inp,tag1
17,iptm,tag2
17,cbt,tag5
5,sprite-rpc,tag8
7,idrp,tag5
11,pim,tag4
11,a/n,tag4
10,ethernet,tag6
14,trunk-2,tag10
9,argus (deprecated),tag10
11,iptm,tag5
9,nsfnet-igp,tag4
2,idrp,tag5
4,wb-expak,tag10
12,netblt,tag1
0,iatp,tag8
15,sat-expak,tag9
16,leaf-2,tag4
9,ipv4,tag1
16,secure-vmtp,tag1
10,snp,tag1
10,micp (deprecated),tag3
12,mobility header,tag6
1,emcon,tag7
8,trunk-2,tag9
7,dgp,tag9
6,cpnx,tag3
13,encap,tag7
15,rohc,tag10
14,iso-ip,tag4
2,compaq-peer,tag6
1,scps,tag9
14,fc,tag3
9,hip,tag2
0,sctp,tag5
9,nvp-ii,tag5
6,crtp,tag4
14,sps,tag6
8,tcp,tag3
19,aggfrag,tag3
13,igp,tag4
17,netblt,tag8
0,esp,tag8
9,srp,tag7
3,fc,tag7
14,sprite-rpc,tag3
15,crudp,tag4
5,ipv6-frag,tag5
11,wb-expak,tag9
5,ipip,tag4
17,wsn,tag7
13,iplt,tag3
9,uti,tag4
5,chaos,tag9
14,ipv6,tag9
5,etherip,tag8
3,shim6,tag3
3,pgm,tag4
17,ipv6-route,tag9
15,pnni,tag10
9,a/n,tag1
15,kryptolan,tag7
10,rsvp,tag7
1,idpr,tag7
19,a/n,tag4
12,wsn,tag5
16,swipe (deprecated),tag9
15,ipv6-icmp,tag9
11,narp,tag5
15,crudp,tag6
10,ah,tag7
8,srp,tag6
10,srp,tag10
9,prm,tag9
3,a/n,tag9
7,aris,tag6
8,ipcv,tag6
3,i-nlsp,tag7
2,ippc,tag3
12,ipx-in-ip,tag10
17,visa,tag6
2,stp,tag5
15,micp (deprecated),tag4
0,ospfigp,tag3
18,xnet,tag4
16,vmtp,tag8
0,swipe (deprecated),tag7
19,iso-ip,tag2
3,idpr-cmtp,tag8
12,egp,tag10
11,merit-inp,tag6
4,fire,tag6
6,kryptolan,tag6
3,xtp,tag8
3,bna,tag8
15,ippc,tag2
18,udp,tag2
12,swipe (deprecated),tag4
1,shim6,tag5
0,ipv6-opts,tag3
6,aris,tag4
7,ptp,tag6
0,ax.25,tag6
16,secure-vmtp,tag6
18,iplt,tag9
5,cftp,tag10
0,br-sat-mon,tag6
15,shim6,tag9
19,ifmp,tag5
13,dsr,tag6
1,udplite,tag4
7,bna,tag2
18,ipv6-opts,tag3
6,vrrp,tag5
14,vmtp,tag1
2,igmp,tag6
2,pim,tag6
18,sm (deprecated),tag7
10,cphb,tag2
2,dsr,tag3
14,trunk-2,tag3
5,sscopmce,tag6
15,larp,tag3
5,crtp,tag8
10,sps,tag6
0,trunk-2,tag3
12,wb-expak,tag10
4,swipe (deprecated),tag6
17,crudp,tag8
19,xtp,tag7
