destport,protocol,tag
16,nsfnet-igp,tag7
14,qnx,tag1
2,rdp,tag10
9,cbt,tag7
2,netblt,tag6
3,mpls-in-ip,tag8
5,aris,tag3
15,vmtp,tag4
1,ipv6-icmp,tag3
3,ethernet,tag9
12,ipv6-icmp,tag1
14,smp,tag1
8,mfe-nsp,tag10
18,dcn-meas,tag5
17,idpr,tag2
12,i-nlsp,tag8
2,wesp,tag2
4,mtp,tag8
2,ipv6-nonxt,tag6
18,dccp,tag1
17,ddx,tag2
6,rvd,tag9
1,cpnx,tag8
10,ipv6-frag,tag1
11,iplt,tag9
19,ax.25,tag10
0,emcon,tag7
9,idpr,tag4
17,swipe (deprecated),tag7
17,esp,tag9
1,nsh,tag7
15,sat-expak,tag1
11,sat-mon,tag2
5,fire,tag8
4,dcn-meas,tag6
19,cftp,tag3
14,smp,tag3
5,ifmp,tag6
10,cftp,tag10
1,ipv6-opts,tag7
15,srp,tag1
3,sdrp,tag2
14,ipv6-frag,tag6
7,mobility header,tag6
19,vmtp,tag10
16,merit-inp,tag6
10,sat-expak,tag3
14,rsvp,tag8
15,xns-idp,tag6
4,ipv6-frag,tag2
6,sprite-rpc,tag9
8,qnx,tag10
8,larp,tag7
18,ospfigp,tag1
11,ggp,tag1
7,iplt,tag5
17,leaf-1,tag7
15,cftp,tag5
14,il,tag6
11,wesp,tag5
8,dsr,tag2
3,sprite-rpc,tag2
11,uti,tag1
16,fire,tag5
6,gre,tag2
9,etherip,tag5
4,secure-vmtp,tag4
1,narp,tag5
18,wb-expak,tag10
7,tcf,tag8
11,ifmp,tag3
1,mfe-nsp,tag3
18,pim,tag4
7,netblt,tag3
11,ptp,tag10
7,egp,tag1
10,ipcv,tag7
13,ipx-in-ip,tag1
16,sps,tag10
4,sprite-rpc,tag5
11,3pc,tag2
7,vmtp,tag9
5,mobility header,tag1
16,irtp,tag2
5,ipv6-opts,tag9
14,sctp,tag2
6,crtp,tag4
0,l2tp,tag1
6,ethernet,tag3
3,pipe,tag1
9,udplite,tag10
8,nsfnet-igp,tag1
4,cftp,tag5
19,udplite,tag10
14,rdp,tag7
17,ipv6-icmp,tag3
17,ax.25,tag9
8,il,tag3
6,iplt,tag10
9,ggp,tag1
16,rvd,tag7
17,iso-ip,tag8
15,l2tp,tag10
3,crtp,tag8
19,emcon,tag6
5,pup,tag1
2,ptp,tag2
1,ggp,tag9
14,vines,tag5
6,udp,tag10
0,irtp,tag4
11,mtp,tag10
10,fc,tag8
0,micp (deprecated),tag10
3,xtp,tag9
0,iso-ip,tag6
13,pgm,tag7
5,tlsp,tag9
3,tlsp,tag4
17,pim,tag6
10,mpls-in-ip,tag1
6,cftp,tag10
13,tcp,tag10
13,srp,tag9
6,rsvp,tag9
0,esp,tag6
7,leaf-1,tag2
18,l2tp,tag1
10,emcon,tag5
9,xnet,tag6
8,ptp,tag5
15,cbt,tag10
19,trunk-1,tag10
12,br-sat-mon,tag5
0,encap,tag1
3,qnx,tag2
10,cftp,tag5
11,gre,tag8
13,br-sat-mon,tag9
15,hmp,tag1
13,ddx,tag9
19,iatp,tag4
2,stp,tag1
19,tp++,tag8
19,sscopmce,tag9
10,fire,tag5
13,iplt,tag9
19,sps,tag7
7,sscopmce,tag3
0,qnx,tag10
9,mtp,tag7
4,ipv6-frag,tag1
8,rdp,tag4
6,egp,tag10
2,trunk-2,tag5
15,dccp,tag6
12,uti,tag2
8,esp,tag5
12,eigrp,tag2
1,idrp,tag8
8,larp,tag10
12,pipe,tag3
8,ospfigp,tag7
0,dccp,tag1
10,argus (deprecated),tag2
1,vines,tag6
15,mpls-in-ip,tag6
5,narp,tag1
18,snp,tag5
15,narp,tag9
0,rdp,tag7
18,ddx,tag2
14,ddp,tag6
14,a/n,tag6
7,pnni,tag8
2,ethernet,tag9
5,igmp,tag1
9,wesp,tag1
7,iptm,tag9
2,idpr-cmtp,tag2
11,a/n,tag4
1,gre,tag6
17,ipip,tag3
9,xnet,tag4
1,leaf-2,tag1
4,sat-expak,tag10
11,fire,tag7
18,netblt,tag3
3,icmp,tag5
3,aris,tag10
3,dcn-meas,tag8
15,dsr,tag7
1,br-sat-mon,tag6
8,merit-inp,tag1
0,pgm,tag8
19,nsh,tag4
18,trunk-1,tag7
19,ipv6-frag,tag1
9,vmtp,tag2
17,mfe-nsp,tag2
8,argus (deprecated),tag7
4,ospfigp,tag9
18,encap,tag8
18,ipv6,tag2
5,cftp,tag7
18,ipv6-route,tag2
7,pim,tag8
11,pgm,tag8
14,isis over ipv4,tag8
2,rdp,tag7
19,mfe-nsp,tag6
13,larp,tag1
5,ipv4,tag2
0,swipe (deprecated),tag3
15,ax.25,tag10
15,micp (deprecated),tag3
1,vines,tag1
9,hopopt,tag6
16,gre,tag8
18,ipv6,tag8
3,ipv6-route,tag3
17,qnx,tag8
2,srp,tag1
0,mobility header,tag10
12,trunk-2,tag1
18,cpnx,tag6
16,qnx,tag3
15,wsn,tag5
2,skip,tag2
16,ipcv,tag2
4,cpnx,tag10
10,vrrp,tag10
13,vines,tag7
16,hopopt,tag6
9,vines,tag2
16,swipe (deprecated),tag1
12,smp,tag6
8,trunk-1,tag8
17,ipv6-nonxt,tag9
11,prm,tag7
11,netblt,tag4
10,ipip,tag7
15,ddx,tag7
0,pgm,tag10
2,pvp,tag2
7,udp,tag3
15,sdrp,tag1
3,ipv6-route,tag5
5,mfe-nsp,tag8
16,3pc,tag1
15,3pc,tag9
11,sun-nd,tag9
13,gre,tag4
7,ipv4,tag6
17,narp,tag4
12,prm,tag1
9,udp,tag10
2,sprite-rpc,tag3
8,pipe,tag9
10,visa,tag5
2,mux,tag2
13,sps,tag10
15,snp,tag9
16,ax.25,tag8
0,cftp,tag7
10,leaf-1,tag4
9,sctp,tag5
18,ipcomp,tag1
10,ipv6-route,tag1
6,igp,tag10
11,xns-idp,tag10
4,ipx-in-ip,tag2
1,idrp,tag5
14,ipx-in-ip,tag5
3,l2tp,tag3
10,esp,tag10
9,crudp,tag3
3,dcn-meas,tag2
17,scc-sp,tag5
12,emcon,tag3
8,gmtp,tag10
5,hopopt,tag4
4,cbt,tag4
17,sat-mon,tag3
5,rvd,tag7
4,ah,tag2
10,emcon,tag3
18,vmtp,tag9
18,etherip,tag2
13,iso-ip,tag6
12,igp,tag3
0,esp,tag3
13,i-nlsp,tag5
3,bna,tag8
17,vmtp,tag9
17,shim6,tag8
17,ah,tag4
5,encap,tag10
14,cftp,tag9
1,rdp,tag7
11,hmp,tag6
18,snp,tag3
10,fc,tag10
0,smp,tag1
7,ggp,tag2
2,hmp,tag4
1,mpls-in-ip,tag1
9,tcp,tag6
3,udp,tag8
1,min-ipv4,tag3
12,sun-nd,tag4
17,dccp,tag10
0,ipcv,tag5
6,sm (deprecated),tag3
9,emcon,tag10
13,ptp,tag3
11,bna,tag7
4,sscopmce,tag3
7,dsr,tag9
10,nsfnet-igp,tag7
19,egp,tag7
14,cphb,tag3
18,cphb,tag6
0,eigrp,tag1
14,mpls-in-ip,tag10
15,tcf,tag3
3,esp,tag8
2,trunk-2,tag1
4,st,tag6
8,ggp,tag5
6,nvp-ii,tag4
4,l2tp,tag4
5,pnni,tag10
11,icmp,tag5
14,hip,tag10
17,tcp,tag1
11,hip,tag8
11,il,tag8
15,rdp,tag2
17,skip,tag6
13,nsh,tag1
16,ipv6-route,tag1
7,iso-tp4,tag7
18,ifmp,tag7
6,vrrp,tag9
1,fire,tag9
7,trunk-1,tag9
12,srp,tag10
19,ddx,tag9
15,hip,tag3
2,hip,tag8
16,secure-vmtp,tag8
16,ddp,tag3
11,pnni,tag7
8,chaos,tag8
4,tcf,tag4
1,iplt,tag6
18,sm (deprecated),tag4
19,vrrp,tag10
0,skip,tag3
2,hmp,tag5
14,cftp,tag10
13,bbn-rcc-mon,tag2
4,hmp,tag7
5,dccp,tag5
12,iatp,tag7
17,st,tag3
11,cpnx,tag10
12,ddx,tag6
10,dgp,tag6
1,vrrp,tag10
17,ippc,tag2
16,micp (deprecated),tag6
14,fire,tag8
5,ipv6-route,tag5
10,sctp,tag4
16,egp,tag7
17,pgm,tag5
1,qnx,tag9
14,st,tag6
18,crtp,tag4
19,igp,tag7
14,xtp,tag6
7,dgp,tag3
14,ipv6,tag3
4,crtp,tag1
12,igp,tag5
11,wb-mon,tag2
0,ax.25,tag1
12,cpnx,tag5
15,xnet,tag9
4,mobility header,tag7
8,sdrp,tag2
8,stp,tag1
8,sat-expak,tag7
11,vmtp,tag1
0,sdrp,tag9
17,micp (deprecated),tag4
9,pgm,tag10
13,br-sat-mon,tag2
10,rsvp,tag7
16,tcf,tag10
14,rsvp,tag7
9,rohc,tag2
16,skip,tag4
2,isis over ipv4,tag10
18,xnet,tag10
1,ax.25,tag8
17,fc,tag1
0,smp,tag10
12,bbn-rcc-mon,tag5
13,ipcomp,tag3
2,hopopt,tag3
12,crtp,tag5
6,tp++,tag6
13,fc,tag9
1,xnet,tag2
0,ipv6-opts,tag10
17,st,tag9
4,larp,tag4
11,vmtp,tag5
19,iplt,tag2
13,rohc,tag4
7,sprite-rpc,tag7
9,prm,tag7
7,rvd,tag3
4,ipv6-icmp,tag10
9,crudp,tag4
6,rdp,tag5
18,narp,tag6
10,iptm,tag6
19,ipcomp,tag10
2,swipe (deprecated),tag9
12,iso-tp4,tag4
11,stp,tag10
5,swipe (deprecated),tag5
4,vmtp,tag5
10,mtp,tag2
8,gre,tag7
2,sctp,tag4
15,xnet,tag10
17,nsh,tag9
14,sprite-rpc,tag8
18,vrrp,tag3
3,ospfigp,tag5
5,compaq-peer,tag2
5,iplt,tag5
8,prm,tag2
0,ifmp,tag5
12,compaq-peer,tag8
13,mux,tag10
8,encap,tag1
14,cphb,tag2
11,mux,tag5
13,rvd,tag1
18,sdrp,tag9
6,idrp,tag7
14,wb-mon,tag3
16,scps,tag2
9,ipcomp,tag7
7,ipv6,tag6
12,trunk-2,tag4
10,leaf-1,tag3
6,sm (deprecated),tag4
18,tcp,tag7
4,xnet,tag8
4,pim,tag8
15,mfe-nsp,tag2
17,eigrp,tag7
17,gre,tag4
5,iso-tp4,tag10
3,ipx-in-ip,tag3
10,ax.25,tag7
5,shim6,tag3
7,aggfrag,tag1
14,pim,tag2
18,nvp-ii,tag7
6,narp,tag10
17,br-sat-mon,tag5
8,rohc,tag10
19,eigrp,tag7
10,pup,tag6
3,dgp,tag7
0,qnx,tag4
3,irtp,tag9
1,egp,tag6
2,ddx,tag6
1,aris,tag2
6,pup,tag1
9,pvp,tag3
7,narp,tag9
9,ptp,tag8
1,iso-ip,tag1
13,min-ipv4,tag6
4,iatp,tag6
18,crtp,tag3
11,dsr,tag1
9,leaf-2,tag7
6,bna,tag7
16,encap,tag8
2,vrrp,tag6
13,trunk-2,tag5
6,rdp,tag4
12,ospfigp,tag4
16,udplite,tag1
8,igp,tag2
15,compaq-peer,tag6
18,mfe-nsp,tag4
3,ipv6-route,tag8
18,srp,tag8
11,ipv6-nonxt,tag10
19,vrrp,tag2
19,chaos,tag1
13,chaos,tag8
9,bbn-rcc-mon,tag2
16,mobility header,tag4
12,pup,tag10
17,dgp,tag6
11,gmtp,tag3
16,emcon,tag3
0,sm (deprecated),tag4
2,iso-ip,tag5
19,secure-vmtp,tag7
16,leaf-1,tag8
6,snp,tag10
13,crtp,tag7
13,scc-sp,tag10
11,vrrp,tag10
9,scps,tag6
15,crtp,tag6
1,pim,tag4
14,tp++,tag8
17,cphb,tag8
17,i-nlsp,tag3
3,fire,tag2
12,micp (deprecated),tag5
15,wb-expak,tag7
13,ipv4,tag4
3,pvp,tag10
18,secure-vmtp,tag10
10,nsfnet-igp,tag10
5,cpnx,tag9
0,udplite,tag9
7,larp,tag10
3,netblt,tag6
19,pvp,tag7
13,chaos,tag6
1,sdrp,tag1
16,igmp,tag3
19,mpls-in-ip,tag4
12,3pc,tag5
6,tcf,tag7
16,idpr-cmtp,tag10
1,fire,tag10
10,hopopt,tag3
6,smp,tag5
7,cftp,tag6
19,ethernet,tag3
19,isis over ipv4,tag7
4,ipv4,tag7
8,crudp,tag2
17,idrp,tag4
12,eigrp,tag7
12,ddx,tag8
2,rsvp-e2e-ignore,tag7
11,bbn-rcc-mon,tag2
11,shim6,tag6
6,wb-expak,tag8
5,prm,tag7
12,sm (deprecated),tag6
5,argus (deprecated),tag2
15,secure-vmtp,tag9
6,etherip,tag6
13,secure-vmtp,tag1
2,ddx,tag7
7,crtp,tag4
13,cpnx,tag4
12,aris,tag4
0,ethernet,tag3
6,cftp,tag5
8,fire,tag9
16,argus (deprecated),tag8
16,etherip,tag5
17,sscopmce,tag4
5,iatp,tag8
2,pnni,tag2
3,br-sat-mon,tag7
16,qnx,tag5
18,ipv6-route,tag1
5,fc,tag10
15,ipv4,tag7
6,wb-expak,tag1
12,cftp,tag6
10,ipcv,tag5
16,pup,tag3
4,3pc,tag1
19,idpr-cmtp,tag2
18,br-sat-mon,tag7
7,cphb,tag4
7,a/n,tag7
17,irtp,tag10
2,bbn-rcc-mon,tag4
12,idpr,tag6
12,uti,tag4
13,ipcomp,tag6
11,mpls-in-ip,tag9
8,sm (deprecated),tag1
11,sun-nd,tag5
6,mpls-in-ip,tag10
8,tcp,tag9
11,snp,tag5
14,st,tag10
12,secure-vmtp,tag9
19,igmp,tag1
12,igmp,tag6
2,wsn,tag3
13,pnni,tag2
2,sscopmce,tag5
6,ipv6-opts,tag10
16,uti,tag3
10,sctp,tag5
4,udp,tag6
16,rvd,tag10
19,ax.25,tag2
6,i-nlsp,tag8
8,fc,tag3
1,iplt,tag8
16,rvd,tag8
10,merit-inp,tag5
18,narp,tag1
13,ipcv,tag1
14,eigrp,tag5
18,il,tag1
18,sprite-rpc,tag5
3,ax.25,tag7
12,sctp,tag1
11,udplite,tag2
17,aris,tag10
8,sun-nd,tag2
18,leaf-1,tag8
9,rsvp-e2e-ignore,tag4
10,bna,tag6
12,esp,tag3
1,bna,tag7
10,mtp,tag9
0,vrrp,tag7
15,min-ipv4,tag7
10,udplite,tag6
19,gmtp,tag2
11,mtp,tag9
4,crudp,tag7
8,nsh,tag8
3,xtp,tag4
14,visa,tag9
16,compaq-peer,tag3
17,pipe,tag6
12,il,tag9
10,scps,tag7
2,encap,tag8
14,smp,tag10
2,manet,tag6
19,irtp,tag4
4,tcp,tag6
19,ethernet,tag4
14,ipcomp,tag8
2,sm (deprecated),tag3
9,vmtp,tag1
9,isis over ipv4,tag4
12,idpr,tag2
13,trunk-1,tag5
1,wesp,tag4
16,scps,tag10
0,sctp,tag10
17,nvp-ii,tag8
4,chaos,tag5
7,cphb,tag5
6,idpr-cmtp,tag4
2,icmp,tag9
7,nsfnet-igp,tag8
2,pim,tag10
9,iptm,tag6
9,udplite,tag7
9,rdp,tag2
10,mobility header,tag8
17,tcf,tag9
2,cpnx,tag5
1,udp,tag10
8,ptp,tag3
3,ipip,tag4
13,sun-nd,tag7
17,a/n,tag7
18,ipcomp,tag3
18,xns-idp,tag2
13,gre,tag6
2,tcf,tag4
15,argus (deprecated),tag3
1,ospfigp,tag10
1,rsvp-e2e-ignore,tag4
11,sprite-rpc,tag3
18,smp,tag5
0,manet,tag8
7,netblt,tag8
9,scps,tag7
15,ospfigp,tag7
4,srp,tag1
14,a/n,tag8
17,larp,tag6
2,compaq-peer,tag8
5,sun-nd,tag3
5,sat-mon,tag5
0,egp,tag9
1,cftp,tag4
7,iso-tp4,tag8
5,pgm,tag2
5,snp,tag3
12,isis over ipv4,tag3
19,swipe (deprecated),tag3
14,ipcv,tag3
12,uti,tag1
4,dcn-meas,tag1
4,chaos,tag10
14,pipe,tag1
10,wb-expak,tag4
7,pup,tag1
15,ippc,tag7
12,3pc,tag2
18,sdrp,tag7
14,rohc,tag10
1,mpls-in-ip,tag7
15,ipcv,tag10
16,scc-sp,tag3
4,hopopt,tag5
17,netblt,tag4
3,st,tag6
12,ipv6-nonxt,tag2
13,l2tp,tag5
17,ax.25,tag3
17,xns-idp,tag2
9,sat-expak,tag10
19,wb-mon,tag3
13,hopopt,tag8
5,leaf-1,tag9
9,ddp,tag8
19,pipe,tag2
7,trunk-2,tag7
11,cphb,tag1
2,etherip,tag1
17,igmp,tag6
1,mtp,tag9
0,cftp,tag8
4,kryptolan,tag10
0,ethernet,tag2
1,gre,tag1
3,bna,tag5
7,igp,tag8
14,rvd,tag5
5,sscopmce,tag1
10,pipe,tag1
0,rsvp,tag8
0,uti,tag4
17,ddx,tag6
17,sat-expak,tag2
3,min-ipv4,tag10
3,rdp,tag9
15,ptp,tag5
9,nsh,tag1
1,snp,tag5
4,wesp,tag4
16,bbn-rcc-mon,tag7
9,pup,tag5
5,ipip,tag2
2,ospfigp,tag8
9,pim,tag1
8,sm (deprecated),tag2
10,br-sat-mon,tag6
15,hopopt,tag10
0,ipv6-opts,tag2
9,ipip,tag8
17,ipx-in-ip,tag4
7,fire,tag10
10,iplt,tag2
2,vrrp,tag5
13,nsfnet-igp,tag2
15,rohc,tag4
11,iptm,tag5
17,emcon,tag6
3,visa,tag8
13,snp,tag10
3,esp,tag4
19,xtp,tag4
18,etherip,tag7
0,sm (deprecated),tag7
12,ax.25,tag10
19,sps,tag5
19,l2tp,tag8
4,tcp,tag5
7,rvd,tag4
0,bna,tag3
0,pipe,tag2
13,rsvp,tag3
8,secure-vmtp,tag2
11,ifmp,tag7
15,aggfrag,tag2
6,smp,tag7
0,vines,tag8
18,ipv6-opts,tag6
8,udplite,tag6
5,mtp,tag4
3,icmp,tag2
7,cphb,tag9
9,micp (deprecated),tag10
8,rsvp,tag3
1,ax.25,tag1
6,qnx,tag6
9,emcon,tag1
4,ax.25,tag9
9,icmp,tag8
5,sat-expak,tag2
4,chaos,tag7
3,stp,tag10
13,bna,tag10
15,ipx-in-ip,tag5
3,gmtp,tag4
5,ipx-in-ip,tag9
14,rsvp,tag4
3,l2tp,tag10
5,udplite,tag3
12,udplite,tag6
1,sctp,tag5
12,trunk-1,tag8
15,nsh,tag8
12,hopopt,tag2
17,pnni,tag3
9,igp,tag8
5,secure-vmtp,tag2
5,esp,tag4
19,i-nlsp,tag1
3,stp,tag8
16,pup,tag1
3,tcf,tag3
13,compaq-peer,tag9
19,br-sat-mon,tag7
9,iplt,tag5
1,leaf-2,tag2
12,fire,tag2
5,ggp,tag3
10,ippc,tag1
8,pipe,tag8
5,icmp,tag4
13,dccp,tag5
5,ax.25,tag3
19,rsvp,tag2
7,sdrp,tag3
9,iatp,tag2
9,ggp,tag5
0,sat-expak,tag9
1,prm,tag4
0,il,tag10
7,udplite,tag8
6,ipv6,tag1
11,emcon,tag4
17,sdrp,tag10
9,aggfrag,tag1
14,wb-expak,tag2
8,bna,tag1
11,pvp,tag1
2,sps,tag4
12,pvp,tag7
1,tcp,tag4
18,iso-tp4,tag10
5,bna,tag5
5,sscopmce,tag7
18,merit-inp,tag9
11,sun-nd,tag3
0,cpnx,tag2
7,ptp,tag10
19,smp,tag10
0,snp,tag2
3,secure-vmtp,tag5
4,rsvp,tag5
12,trunk-2,tag3
14,ipv6,tag9
7,ospfigp,tag9
14,idpr,tag6
11,visa,tag1
8,pvp,tag2
2,emcon,tag1
10,isis over ipv4,tag7
19,wb-expak,tag4
1,wsn,tag6
2,ethernet,tag8
4,pim,tag7
7,argus (deprecated),tag8
6,eigrp,tag5
11,sm (deprecated),tag7
5,igp,tag1
6,mtp,tag6
4,iso-ip,tag7
6,igmp,tag7
0,micp (deprecated),tag8
11,etherip,tag9
9,rsvp-e2e-ignore,tag10
11,pup,tag3
11,pvp,tag9
15,crudp,tag6
11,merit-inp,tag4
18,sprite-rpc,tag10
8,kryptolan,tag4
2,emcon,tag2
15,visa,tag1
9,merit-inp,tag8
18,vrrp,tag8
19,eigrp,tag2
6,ipx-in-ip,tag2
15,sat-expak,tag5
19,scps,tag3
13,netblt,tag3
2,udp,tag2
17,hopopt,tag2
5,egp,tag6
7,i-nlsp,tag2
6,sm (deprecated),tag5
14,ipv6-nonxt,tag1
8,ddp,tag7
13,sprite-rpc,tag7
17,kryptolan,tag4
19,ggp,tag3
16,ipv6-route,tag6
14,vines,tag9
19,a/n,tag5
5,min-ipv4,tag2
12,ddx,tag2
4,ipv6-frag,tag7
14,mobility header,tag2
1,trunk-2,tag6
3,pnni,tag8
11,ipv6,tag8
0,iplt,tag7
7,min-ipv4,tag7
0,iplt,tag10
19,iplt,tag7
18,manet,tag9
11,crudp,tag6
4,mtp,tag4
5,ptp,tag3
10,leaf-2,tag5
0,sctp,tag5
13,iatp,tag4
15,idrp,tag10
14,mfe-nsp,tag8
12,wb-expak,tag5
0,idrp,tag6
16,3pc,tag6
2,ipcomp,tag2
3,encap,tag3
7,smp,tag10
13,sun-nd,tag4
5,ipv6-icmp,tag1
19,cpnx,tag9
17,dsr,tag3
17,shim6,tag2
14,xtp,tag2
10,sat-mon,tag8
7,cftp,tag9
15,hmp,tag7
8,smp,tag5
9,ptp,tag6
5,ax.25,tag10
15,larp,tag5
11,ipv6-frag,tag4
17,ospfigp,tag1
4,pipe,tag10
6,nsfnet-igp,tag10
17,emcon,tag1
10,cftp,tag2
3,srp,tag4
16,visa,tag4
9,ptp,tag5
14,tlsp,tag10
17,eigrp,tag10
15,cpnx,tag6
15,ipv6,tag8
2,vines,tag7
13,ggp,tag7
8,hip,tag1
2,iso-tp4,tag7
12,vines,tag5
4,tp++,tag5
14,swipe (deprecated),tag9
6,leaf-1,tag8
19,cftp,tag9
1,xns-idp,tag4
2,isis over ipv4,tag1
11,sdrp,tag10
3,smp,tag1
17,compaq-peer,tag10
12,bna,tag7
0,aggfrag,tag5
12,pup,tag9
11,cphb,tag3
11,sctp,tag3
19,smp,tag9
0,cpnx,tag4
14,micp (deprecated),tag9
0,br-sat-mon,tag4
19,scc-sp,tag1
14,pgm,tag6
15,tlsp,tag5
8,ddx,tag3
19,cpnx,tag2
10,ah,tag3
13,egp,tag2
5,ipcomp,tag5
3,ipv6-frag,tag5
1,iso-tp4,tag9
11,il,tag7
12,ifmp,tag8
2,qnx,tag3
14,qnx,tag2
16,stp,tag9
13,dcn-meas,tag8
3,sctp,tag1
7,xtp,tag5
1,swipe (deprecated),tag5
5,hip,tag1
4,cbt,tag10
18,udplite,tag8
18,skip,tag8
8,sctp,tag6
5,rohc,tag6
2,mpls-in-ip,tag8
11,sat-expak,tag8
15,tcp,tag3
0,iso-tp4,tag4
6,uti,tag9
10,irtp,tag1
2,egp,tag5
6,rsvp-e2e-ignore,tag4
14,st,tag9
8,rsvp,tag5
4,encap,tag3
4,nsh,tag3
3,rsvp-e2e-ignore,tag5
19,rsvp,tag10
16,manet,tag9
17,compaq-peer,tag5
13,leaf-1,tag1
0,argus (deprecated),tag5
7,uti,tag6
9,cbt,tag4
0,netblt,tag3
17,ethernet,tag8
9,sm (deprecated),tag7
19,tcf,tag10
4,icmp,tag5
16,i-nlsp,tag5
3,ddx,tag10
11,ah,tag10
12,sprite-rpc,tag4
6,snp,tag6
12,netblt,tag9
4,bna,tag8
11,sscopmce,tag2
8,min-ipv4,tag5
3,argus (deprecated),tag5
3,secure-vmtp,tag6
11,ggp,tag7
19,sprite-rpc,tag3
14,ipv6-opts,tag4
0,idrp,tag2
9,vmtp,tag8
2,gmtp,tag1
6,esp,tag2
11,iplt,tag10
17,iptm,tag9
4,skip,tag6
18,narp,tag8
17,pnni,tag5
9,srp,tag5
10,idrp,tag4
5,merit-inp,tag8
6,ggp,tag2
13,l2tp,tag3
10,bna,tag4
8,udplite,tag7
5,ddp,tag7
17,ipv6,tag4
6,ddx,tag2
15,fc,tag4
19,st,tag9
9,pim,tag8
8,ah,tag7
12,argus (deprecated),tag10
8,aris,tag5
16,idpr,tag8
9,wsn,tag4
18,ggp,tag10
1,tlsp,tag1
16,rohc,tag5
9,ipcomp,tag9
1,icmp,tag8
15,ggp,tag7
1,iso-tp4,tag1
7,sat-mon,tag9
5,mobility header,tag9
6,fc,tag7
12,idpr-cmtp,tag4
5,encap,tag1
16,gmtp,tag2
12,ddp,tag6
12,udplite,tag4
1,swipe (deprecated),tag6
5,idpr-cmtp,tag3
5,hmp,tag7
4,sprite-rpc,tag3
4,qnx,tag10
14,stp,tag8
8,dgp,tag7
13,br-sat-mon,tag1
3,qnx,tag6
10,sscopmce,tag7
0,ipv4,tag10
12,fc,tag10
11,dsr,tag3
8,trunk-1,tag6
18,shim6,tag3
14,idpr,tag1
14,secure-vmtp,tag8
15,nsfnet-igp,tag2
10,icmp,tag4
3,ptp,tag4
9,crtp,tag6
4,sctp,tag5
4,ospfigp,tag5
17,swipe (deprecated),tag3
9,larp,tag3
6,scc-sp,tag3
4,pnni,tag6
11,udplite,tag9
3,pvp,tag8
14,prm,tag1
18,stp,tag2
14,ptp,tag4
16,ddx,tag6
0,wsn,tag7
2,cftp,tag7
15,ddx,tag9
4,tlsp,tag7
0,pnni,tag1
3,wb-mon,tag6
6,udplite,tag9
12,uti,tag3
2,wesp,tag3
0,br-sat-mon,tag3
5,dgp,tag6
2,rsvp,tag9
16,larp,tag2
6,iso-tp4,tag8
2,trunk-1,tag1
2,leaf-1,tag6
9,ospfigp,tag6
18,st,tag3
4,tcf,tag5
11,ah,tag7
19,ggp,tag10
16,ifmp,tag8
5,ipcomp,tag7
16,xtp,tag2
17,srp,tag5
17,mobility header,tag8
8,mtp,tag3
11,hopopt,tag9
8,ipv6,tag6
14,sctp,tag1
14,rvd,tag8
9,stp,tag7
3,nsfnet-igp,tag4
11,trunk-1,tag10
1,swipe (deprecated),tag8
13,sscopmce,tag7
7,tcp,tag1
19,bbn-rcc-mon,tag2
14,iptm,tag2
5,br-sat-mon,tag5
19,sprite-rpc,tag2
6,3pc,tag9
1,ptp,tag1
5,ipv6-frag,tag5
5,xns-idp,tag9
0,pvp,tag10
15,sun-nd,tag10
11,leaf-2,tag3
1,hip,tag3
12,aggfrag,tag7
3,rsvp-e2e-ignore,tag6
1,cftp,tag5
7,ax.25,tag5
1,cphb,tag3
19,idrp,tag10
8,hmp,tag8
1,pup,tag9
14,dsr,tag1
10,xnet,tag2
7,srp,tag7
13,kryptolan,tag7
10,rsvp-e2e-ignore,tag8
17,i-nlsp,tag2
14,encap,tag5
13,igp,tag9
6,stp,tag4
4,idpr-cmtp,tag4
10,ipv6-icmp,tag2
9,pim,tag10
2,ipcv,tag6
17,xnet,tag5
19,l2tp,tag4
19,cpnx,tag10
19,mobility header,tag9
4,snp,tag8
19,mobility header,tag5
15,ipcomp,tag4
16,rohc,tag10
5,a/n,tag8
12,netblt,tag10
10,micp (deprecated),tag3
14,pgm,tag8
14,bbn-rcc-mon,tag3
1,netblt,tag3
13,iso-ip,tag10
0,aggfrag,tag6
3,mpls-in-ip,tag3
17,sps,tag3
17,gre,tag1
11,hmp,tag8
7,wb-expak,tag4
16,bbn-rcc-mon,tag3
13,aggfrag,tag5
5,l2tp,tag3
15,leaf-2,tag7
1,sprite-rpc,tag10
11,l2tp,tag3
14,pvp,tag5
3,xtp,tag5
10,eigrp,tag9
17,chaos,tag5
6,cphb,tag1
6,3pc,tag3
14,pvp,tag6
12,idpr,tag3
4,micp (deprecated),tag2
12,igmp,tag1
13,i-nlsp,tag2
2,i-nlsp,tag3
12,ifmp,tag7
13,scc-sp,tag7
18,nsfnet-igp,tag9
12,argus (deprecated),tag8
2,compaq-peer,tag2
17,mfe-nsp,tag9
6,sat-mon,tag2
10,secure-vmtp,tag7
13,uti,tag4
0,wb-expak,tag2
17,rdp,tag1
14,fire,tag10
3,igp,tag6
11,netblt,tag5
17,visa,tag9
8,dsr,tag10
8,wb-expak,tag1
15,3pc,tag4
2,nsh,tag10
3,tcf,tag5
15,dccp,tag4
16,ipcv,tag9
15,sun-nd,tag4
1,pnni,tag3
14,ddx,tag3
18,compaq-peer,tag1
