Port/Protocol	Count
4,hip	30
19,ah	42
5,ah	38
11,egp	39
2,prm	37
12,rsvp-e2e-ignore	45
16,ospfigp	28
0,netblt	32
18,pvp	34
4,wb-expak	33
3,vines	31
9,skip	31
18,rsvp-e2e-ignore	44
8,ipv4	41
7,pnni	27
8,min-ipv4	36
8,ipv6	36
8,iptm	34
5,srp	32
14,pipe	33
6,encap	42
1,sat-expak	47
12,iso-ip	36
2,mpls-in-ip	26
7,wsn	40
19,smp	29
9,stp	35
2,dgp	49
19,vrrp	32
3,tlsp	40
12,idpr	28
5,sm (deprecated)	40
18,sm (deprecated)	26
12,sm (deprecated)	47
16,ethernet	40
17,ipv6-route	31
0,pvp	26
0,iatp	33
16,udp	50
19,iptm	42
19,ipv6	35
10,cftp	34
9,irtp	44
19,ipv4	42
8,uti	34
11,ethernet	47
2,iatp	30
17,ipv4	41
16,hip	48
5,nvp-ii	33
17,ipv6	32
15,nsh	32
19,snp	27
14,idpr	38
14,prm	27
16,bbn-rcc-mon	34
17,iptm	35
6,icmp	34
12,cftp	38
10,swipe (deprecated)	27
18,iso-ip	30
0,pup	34
19,3pc	22
12,pgm	46
5,aris	45
9,swipe (deprecated)	32
8,cftp	46
6,nsfnet-igp	35
6,visa	27
16,ddp	39
13,scc-sp	23
12,idrp	39
1,isis over ipv4	33
6,isis over ipv4	38
11,wb-mon	30
2,hmp	40
9,xns-idp	39
7,tp++	30
2,skip	31
1,tlsp	31
17,vrrp	32
15,udplite	42
6,ipcv	40
19,wsn	36
16,ddx	43
12,ah	28
18,emcon	36
19,nvp-ii	41
12,bbn-rcc-mon	33
16,trunk-1	36
9,dccp	32
7,wb-mon	45
16,trunk-2	40
17,cftp	28
12,rsvp	38
18,i-nlsp	33
15,min-ipv4	37
8,dsr	38
11,ipv6-frag	29
10,sat-expak	32
7,3pc	38
14,ptp	30
2,irtp	31
15,gmtp	34
8,sat-expak	42
12,shim6	45
7,smp	32
13,ifmp	39
4,etherip	32
1,nsh	41
18,dgp	32
12,ipv6-frag	29
15,rvd	36
9,tp++	41
14,kryptolan	29
2,dccp	32
5,fc	28
16,pvp	41
10,min-ipv4	28
5,3pc	34
2,udp	32
11,esp	25
10,aggfrag	27
0,prm	47
4,scps	39
10,gre	21
7,snp	47
7,iatp	24
7,sscopmce	45
2,ddp	42
5,shim6	25
17,crudp	37
12,compaq-peer	38
1,encap	32
16,compaq-peer	40
7,skip	43
2,ddx	34
16,pup	28
17,ippc	43
1,st	37
0,dccp	35
8,qnx	41
19,ippc	25
10,xtp	32
14,crudp	25
4,kryptolan	28
16,pnni	39
14,a/n	28
9,scc-sp	27
15,etherip	45
7,bna	33
5,trunk-2	37
14,ipv6-nonxt	45
5,trunk-1	35
11,ifmp	40
7,irtp	41
10,ipv6	35
2,hip	39
12,secure-vmtp	39
10,ipv4	39
12,swipe (deprecated)	43
0,ptp	30
14,rsvp	31
2,mobility header	39
18,hmp	35
2,ipv6-frag	31
4,eigrp	39
16,sprite-rpc	37
9,sat-expak	33
5,pipe	37
5,wesp	34
19,ipv6-opts	37
15,mobility header	28
10,iptm	34
18,ifmp	40
8,i-nlsp	29
7,sps	36
6,vmtp	25
7,srp	29
2,idpr-cmtp	36
16,aggfrag	20
15,sscopmce	38
5,leaf-1	40
5,il	33
2,tp++	35
5,leaf-2	31
9,wb-expak	30
0,irtp	41
14,idrp	38
5,kryptolan	41
19,il	41
12,i-nlsp	28
8,iso-ip	37
11,dcn-meas	43
8,mobility header	22
10,ipv6-route	38
0,skip	22
17,micp (deprecated)	37
7,dccp	34
19,scc-sp	43
8,tlsp	35
10,vrrp	34
12,pim	37
17,wb-expak	30
9,argus (deprecated)	41
19,iplt	30
15,sprite-rpc	22
16,pipe	31
7,xnet	42
14,ggp	24
16,wesp	35
15,ipip	36
13,igp	45
2,eigrp	38
11,pnni	38
2,pgm	33
11,qnx	37
8,narp	50
10,3pc	31
0,br-sat-mon	29
17,tlsp	34
2,aggfrag	35
6,hip	31
8,igmp	27
8,chaos	30
15,egp	32
10,smp	37
3,ax.25	28
3,pipe	29
8,sat-mon	43
9,wsn	40
9,pnni	35
17,ipx-in-ip	26
1,iso-ip	35
17,ethernet	35
14,shim6	35
3,wesp	32
19,nsfnet-igp	32
19,aggfrag	37
8,crtp	33
4,a/n	33
5,sun-nd	35
10,snp	38
5,pnni	36
14,tcf	33
16,xtp	41
10,scc-sp	21
5,aggfrag	35
6,udp	32
6,sctp	41
17,esp	45
18,pim	41
14,wb-mon	38
5,wb-expak	40
1,rdp	32
9,3pc	38
5,nsh	28
1,vmtp	23
1,ipcv	37
12,wesp	39
3,chaos	36
11,dsr	42
4,ipv6-opts	26
10,wsn	30
8,vmtp	34
14,tcp	29
12,stp	40
2,sat-expak	32
19,sscopmce	32
9,smp	39
12,pipe	37
4,micp (deprecated)	29
16,nvp-ii	40
9,ah	31
19,ipip	34
8,nvp-ii	39
14,cbt	35
5,sat-mon	45
15,ah	33
10,sprite-rpc	41
6,ipv6-nonxt	35
15,iplt	30
15,rdp	34
11,wb-expak	35
16,mobility header	37
3,esp	38
10,mobility header	22
19,shim6	37
6,netblt	33
15,br-sat-mon	40
6,ddp	32
19,crudp	36
16,gre	39
2,scc-sp	34
11,uti	39
6,iso-tp4	28
3,sscopmce	42
11,xns-idp	28
13,mfe-nsp	40
6,xns-idp	29
2,pnni	33
2,isis over ipv4	22
18,ax.25	31
6,ddx	38
11,sat-expak	41
14,rohc	39
1,chaos	38
0,sat-expak	26
16,min-ipv4	48
16,aris	34
18,chaos	35
18,pgm	47
13,gmtp	40
9,bna	27
6,hmp	35
1,visa	34
10,encap	27
13,kryptolan	39
4,ifmp	41
19,sdrp	26
6,mfe-nsp	42
1,ax.25	35
2,xtp	37
8,micp (deprecated)	35
0,xnet	40
0,ggp	35
13,encap	38
4,sm (deprecated)	34
10,srp	34
19,icmp	37
8,ipv6-nonxt	29
0,fire	28
2,gre	39
11,tp++	30
9,snp	30
15,mpls-in-ip	28
15,mtp	36
19,visa	45
0,cbt	35
13,hopopt	32
9,srp	42
18,st	37
9,aggfrag	36
3,xns-idp	35
6,scps	33
10,ipv6-frag	24
13,sat-mon	38
1,sdrp	31
15,mux	34
16,leaf-2	37
6,dgp	33
16,leaf-1	37
1,egp	36
9,mfe-nsp	34
1,i-nlsp	36
11,iso-tp4	24
3,mpls-in-ip	37
10,tlsp	32
0,tcp	26
18,pnni	37
10,bna	30
5,tp++	32
0,tcf	36
14,iso-tp4	22
1,icmp	32
8,ipcv	38
11,il	40
17,sat-expak	35
12,l2tp	37
4,pim	28
12,wb-expak	33
5,isis over ipv4	47
15,ipcomp	27
8,ipcomp	33
10,sscopmce	29
9,sps	34
7,fire	20
15,ippc	44
10,sps	26
17,mpls-in-ip	33
12,ipv6-nonxt	38
18,tp++	48
13,egp	24
5,cpnx	29
8,visa	29
18,idpr-cmtp	40
9,fc	35
11,ipx-in-ip	37
2,a/n	39
1,ipip	43
7,mobility header	28
3,sprite-rpc	30
10,sat-mon	31
12,larp	32
8,icmp	27
1,mobility header	38
10,ipx-in-ip	38
5,st	35
8,encap	36
16,pim	28
9,sprite-rpc	45
7,nsfnet-igp	35
19,idpr-cmtp	29
19,ipcv	35
18,ptp	34
8,mpls-in-ip	32
3,bbn-rcc-mon	40
8,hip	34
17,rohc	26
6,prm	50
3,rsvp	40
11,irtp	32
17,shim6	36
13,rsvp-e2e-ignore	37
4,pvp	47
3,rvd	38
18,etherip	33
12,sun-nd	39
9,encap	32
2,trunk-2	39
1,esp	28
1,etherip	39
16,larp	38
2,trunk-1	28
7,nsh	30
18,leaf-1	34
9,cpnx	24
11,ipv6-opts	43
4,iatp	37
0,hopopt	34
3,aris	43
8,ddp	41
14,bbn-rcc-mon	29
6,ax.25	31
6,gmtp	37
10,dcn-meas	40
10,hopopt	37
10,idpr	33
18,leaf-2	24
14,gre	41
9,idpr-cmtp	30
19,rsvp-e2e-ignore	34
9,min-ipv4	39
0,pgm	24
15,il	35
4,pup	28
17,idpr-cmtp	35
10,isis over ipv4	42
16,iso-tp4	34
8,udp	33
15,esp	36
19,nsh	39
9,il	34
18,prm	30
14,cftp	39
11,dccp	32
0,ipx-in-ip	31
8,sdrp	32
1,udplite	41
10,stp	39
13,rdp	27
6,ptp	35
14,xtp	35
15,ipcv	40
7,micp (deprecated)	35
15,chaos	48
13,ipv6-opts	30
4,ptp	25
11,netblt	32
18,encap	28
13,ipcomp	40
15,fc	29
4,dcn-meas	35
16,mfe-nsp	45
19,vmtp	45
3,idpr	32
12,cbt	51
15,encap	40
6,pup	31
2,ipv6-opts	35
13,mtp	45
16,cphb	31
7,ifmp	33
11,st	34
12,tcp	38
18,skip	36
7,compaq-peer	38
12,ipv6-opts	38
5,rvd	36
19,trunk-1	38
18,dccp	33
8,leaf-1	36
19,trunk-2	45
8,leaf-2	30
13,sctp	37
8,ddx	33
8,ipip	37
1,iplt	51
16,netblt	27
9,iso-tp4	36
15,ax.25	44
2,ipx-in-ip	43
11,swipe (deprecated)	31
19,igmp	40
6,pvp	30
3,ipv6-opts	39
12,ax.25	47
8,hmp	36
16,l2tp	37
18,compaq-peer	32
12,tcf	28
19,narp	38
4,prm	43
0,xtp	37
6,chaos	25
18,iatp	42
13,chaos	40
13,mux	30
11,mfe-nsp	36
13,ax.25	35
19,rvd	40
3,min-ipv4	30
2,pim	40
1,ippc	28
8,iplt	36
14,tlsp	36
1,ipx-in-ip	26
3,idrp	28
10,compaq-peer	32
15,icmp	38
11,skip	36
2,cpnx	36
19,crtp	30
8,argus (deprecated)	32
11,igp	39
16,pgm	39
9,larp	29
8,ax.25	46
0,gre	30
15,visa	40
11,iatp	40
3,sat-mon	47
8,dgp	31
15,sdrp	33
18,a/n	36
18,irtp	43
13,xns-idp	31
12,ggp	23
2,ah	32
4,fire	42
11,isis over ipv4	45
12,ipx-in-ip	41
0,ifmp	46
8,idpr-cmtp	39
13,sm (deprecated)	37
19,sm (deprecated)	35
2,sun-nd	45
4,xnet	32
10,rohc	40
12,chaos	34
6,br-sat-mon	35
11,ddp	39
17,etherip	43
11,l2tp	46
11,iso-ip	28
6,esp	24
14,bna	26
5,vrrp	34
8,rvd	48
14,skip	41
0,etherip	41
11,ddx	35
3,trunk-1	43
14,mpls-in-ip	31
19,cpnx	33
17,rsvp	30
3,tcp	25
9,pvp	29
0,idrp	41
10,emcon	34
18,tcp	43
19,min-ipv4	37
14,iatp	40
3,cbt	30
18,tcf	30
3,wb-expak	39
11,hmp	38
10,micp (deprecated)	30
9,pup	33
14,sps	39
13,sdrp	32
14,irtp	43
18,nsfnet-igp	39
8,aris	40
12,crtp	34
19,rdp	31
18,ipv6-opts	39
13,visa	37
13,icmp	34
11,larp	39
3,trunk-2	27
17,igp	46
18,cbt	32
4,ipv6-frag	33
3,tcf	36
5,cftp	34
0,rsvp	29
4,iplt	44
6,secure-vmtp	38
9,merit-inp	41
5,secure-vmtp	32
18,ggp	48
5,xns-idp	36
1,gmtp	30
11,sun-nd	46
2,secure-vmtp	42
16,sscopmce	40
9,secure-vmtp	33
8,wb-expak	40
8,secure-vmtp	24
2,igp	35
11,udp	36
11,aggfrag	36
7,a/n	36
7,i-nlsp	43
11,hopopt	32
19,egp	38
2,larp	36
11,sat-mon	31
4,ipip	38
5,pgm	29
2,fc	35
14,ipv6-opts	38
10,nsh	41
7,hopopt	29
17,aris	34
4,egp	31
11,hip	39
14,srp	32
7,ipv6-icmp	38
13,ipip	28
3,ggp	43
7,shim6	37
18,gmtp	25
11,cphb	36
15,ethernet	33
6,ipcomp	33
14,dccp	33
5,ipv6-route	33
5,nsfnet-igp	33
19,larp	35
16,stp	35
4,ippc	28
2,l2tp	27
2,cphb	33
8,pipe	34
3,ipx-in-ip	36
18,wb-expak	38
13,ipcv	24
0,uti	31
9,gmtp	36
9,trunk-1	38
9,trunk-2	30
0,ipv6-frag	48
14,wsn	31
19,mux	35
11,merit-inp	28
5,pim	45
7,sat-expak	37
3,crudp	35
10,sctp	44
11,dgp	33
9,hip	37
4,min-ipv4	47
15,dsr	44
17,idpr	37
7,prm	25
12,sat-expak	30
11,nsfnet-igp	27
4,mux	35
8,wesp	31
11,etherip	39
9,st	37
18,eigrp	32
15,ipv6-route	31
1,sprite-rpc	27
1,mpls-in-ip	48
6,sscopmce	33
19,l2tp	43
15,uti	36
5,vines	27
16,il	43
12,micp (deprecated)	44
13,leaf-2	39
14,smp	34
4,mtp	37
13,leaf-1	43
9,ddp	30
0,qnx	28
5,iso-tp4	48
19,argus (deprecated)	26
12,scc-sp	43
5,dcn-meas	30
12,kryptolan	24
15,emcon	43
3,aggfrag	36
2,il	37
1,nsfnet-igp	22
14,3pc	39
7,scps	40
17,idrp	42
12,encap	26
19,cphb	26
0,idpr	30
18,nvp-ii	33
4,i-nlsp	31
12,pnni	35
14,manet	35
6,nvp-ii	35
16,i-nlsp	44
14,snp	35
8,nsh	37
13,argus (deprecated)	41
1,leaf-1	40
1,leaf-2	29
7,ptp	33
15,qnx	34
19,iso-ip	32
5,merit-inp	39
19,mtp	33
9,udp	32
3,ethernet	46
0,scc-sp	28
1,stp	37
11,ipv6-route	31
0,dsr	34
11,encap	32
5,tlsp	27
14,mfe-nsp	40
15,iatp	32
3,gre	38
13,vmtp	27
6,rdp	41
15,manet	39
5,iplt	34
7,crudp	31
4,ipcv	47
6,kryptolan	27
2,wesp	27
8,mfe-nsp	24
0,isis over ipv4	48
1,tcf	30
16,idrp	39
15,igp	39
1,vines	33
12,snp	33
2,pipe	32
8,l2tp	30
3,shim6	29
18,gre	38
3,xtp	30
16,ggp	51
0,pipe	38
15,skip	39
9,nvp-ii	34
13,iso-tp4	29
8,esp	37
9,bbn-rcc-mon	28
18,xtp	25
19,esp	38
12,3pc	36
0,wesp	27
6,bbn-rcc-mon	33
1,tcp	37
0,igp	32
8,cphb	33
17,egp	43
5,bbn-rcc-mon	33
12,smp	32
16,rsvp	28
13,ah	42
16,kryptolan	34
0,ethernet	33
1,cbt	35
2,bbn-rcc-mon	38
13,igmp	38
2,egp	43
17,rdp	41
10,leaf-1	37
6,ah	42
19,pipe	36
16,cbt	32
11,cpnx	35
8,larp	33
14,eigrp	38
14,pnni	31
16,idpr	38
19,wesp	26
19,sat-expak	29
15,nvp-ii	44
10,leaf-2	44
7,sctp	32
1,ggp	46
8,shim6	35
3,mfe-nsp	32
19,emcon	42
8,crudp	34
2,iso-ip	33
17,cphb	36
4,rsvp-e2e-ignore	42
7,min-ipv4	39
7,rsvp-e2e-ignore	45
3,cpnx	30
12,wsn	46
9,a/n	43
16,tcp	30
13,netblt	36
2,br-sat-mon	43
13,eigrp	38
16,tcf	33
7,pgm	40
0,vines	31
18,ipv6-nonxt	37
5,ippc	39
4,sun-nd	42
17,dcn-meas	38
9,prm	36
2,mux	33
12,tp++	43
16,st	30
7,pim	40
14,udplite	40
15,xnet	50
0,aris	33
12,srp	39
11,trunk-2	33
11,trunk-1	39
18,igmp	44
17,mtp	46
19,manet	39
4,sdrp	34
6,wb-expak	39
9,etherip	31
18,vmtp	36
8,udplite	33
1,sscopmce	24
15,fire	33
8,wb-mon	35
13,uti	39
3,cphb	41
16,xns-idp	40
2,ipv6-nonxt	36
14,stp	30
14,tp++	39
18,crtp	38
16,ipcomp	44
19,merit-inp	46
5,compaq-peer	32
2,shim6	30
8,sprite-rpc	30
14,netblt	39
11,rsvp-e2e-ignore	44
13,dsr	36
9,sctp	35
2,aris	47
9,ipv6-route	42
2,mfe-nsp	44
3,idpr-cmtp	38
18,sscopmce	37
3,l2tp	27
1,compaq-peer	28
9,ptp	32
8,cpnx	37
13,narp	40
12,wb-mon	34
17,hopopt	26
13,crtp	49
16,rohc	37
14,sun-nd	38
19,ipv6-icmp	36
18,narp	41
12,sps	46
10,gmtp	38
0,sat-mon	22
2,wb-mon	39
19,mfe-nsp	37
4,sscopmce	44
7,argus (deprecated)	28
5,gre	31
3,udplite	27
1,igmp	42
4,visa	40
3,larp	34
6,fc	30
4,icmp	50
4,netblt	23
13,idpr-cmtp	46
13,qnx	35
19,aris	34
1,narp	47
17,mux	33
5,ipv6	31
5,ipv4	37
4,rdp	36
18,mpls-in-ip	31
6,ifmp	37
17,pipe	36
5,iptm	38
12,bna	28
2,mtp	40
7,ipx-in-ip	29
5,argus (deprecated)	32
8,ipv6-opts	42
5,xtp	33
17,sat-mon	37
17,wesp	41
1,crtp	41
9,scps	36
13,pup	30
2,rsvp	27
10,narp	24
2,st	44
10,crtp	32
10,mfe-nsp	42
12,irtp	31
16,emcon	38
0,iso-tp4	30
17,ipv6-icmp	28
4,vines	36
1,min-ipv4	44
7,cbt	33
3,srp	33
5,rohc	28
17,xns-idp	38
15,hmp	35
1,micp (deprecated)	43
8,rdp	37
13,pvp	43
1,ifmp	32
10,esp	31
6,dccp	29
17,i-nlsp	23
5,iso-ip	41
18,srp	39
3,micp (deprecated)	42
11,idpr	44
13,i-nlsp	44
6,ethernet	34
12,skip	32
16,ipv6-frag	33
2,micp (deprecated)	30
12,nsfnet-igp	46
0,hmp	36
9,xtp	27
10,igmp	34
2,udplite	44
2,dcn-meas	38
0,xns-idp	39
17,cpnx	41
2,idrp	38
6,mtp	42
17,iso-tp4	39
1,sun-nd	40
12,iatp	27
6,il	40
7,gmtp	43
12,ethernet	41
13,manet	26
12,il	35
19,rsvp	34
1,shim6	34
1,idpr-cmtp	38
11,emcon	47
4,ipv6-route	38
19,udplite	38
6,mux	25
11,sm (deprecated)	28
11,rohc	20
16,ippc	47
3,xnet	37
18,wb-mon	33
14,ipv6-frag	37
18,bna	37
15,dgp	42
3,sps	34
6,tp++	33
13,mpls-in-ip	34
9,pgm	32
12,nvp-ii	31
6,scc-sp	27
7,leaf-2	32
0,dgp	33
0,wb-expak	33
19,mobility header	29
7,leaf-1	32
11,pim	30
19,idrp	44
15,sctp	40
0,cpnx	36
4,qnx	38
2,idpr	37
3,bna	32
8,aggfrag	39
18,sps	39
5,idpr	48
18,manet	28
10,vmtp	34
19,ipx-in-ip	35
17,l2tp	40
16,sat-mon	27
13,ipv6	37
10,netblt	33
12,ipcomp	31
3,3pc	52
19,idpr	48
6,egp	36
17,nsfnet-igp	30
11,rsvp	49
3,snp	47
9,pim	44
5,ggp	42
18,smp	41
13,ipv4	31
15,hip	40
3,irtp	29
8,compaq-peer	36
13,iptm	33
7,mpls-in-ip	32
13,prm	43
15,eigrp	45
0,cphb	30
19,qnx	35
14,emcon	29
15,ipv6-icmp	34
3,mobility header	41
18,3pc	29
3,dccp	31
15,udp	23
19,st	44
0,hip	35
4,leaf-2	28
4,leaf-1	32
13,br-sat-mon	40
16,manet	29
2,vines	45
6,crudp	37
17,larp	42
10,udplite	28
7,sm (deprecated)	39
4,vmtp	38
14,nsh	37
1,ipv6-nonxt	36
0,l2tp	27
18,snp	41
4,dsr	42
5,etherip	27
3,smp	43
17,compaq-peer	30
15,trunk-1	37
18,ethernet	33
3,scc-sp	33
15,trunk-2	43
5,idrp	30
4,uti	35
5,rsvp	29
7,sprite-rpc	41
2,rohc	22
16,iplt	36
0,ddx	22
18,wsn	43
8,dcn-meas	30
3,iatp	29
0,ddp	28
11,a/n	23
1,scps	35
1,hopopt	35
12,xnet	42
13,cftp	38
11,compaq-peer	37
8,rohc	48
17,eigrp	39
5,tcf	19
4,igmp	39
12,fc	35
7,xtp	35
13,ptp	27
12,rvd	34
0,larp	30
11,idrp	37
19,dsr	33
5,tcp	37
15,ddx	40
12,argus (deprecated)	35
11,argus (deprecated)	40
19,uti	38
3,skip	35
9,ifmp	37
4,narp	33
18,kryptolan	51
15,ddp	36
4,crtp	45
7,gre	41
18,scps	39
4,crudp	34
3,wsn	33
5,cbt	34
0,udp	44
13,vrrp	35
13,hmp	49
4,gmtp	35
16,sps	34
15,merit-inp	31
11,ptp	30
12,st	27
19,rohc	26
19,eigrp	34
13,ippc	28
6,xnet	38
10,i-nlsp	38
15,ifmp	34
11,pup	29
3,tp++	33
4,mobility header	37
0,nsfnet-igp	29
13,emcon	27
8,mtp	47
16,bna	35
16,tlsp	29
18,bbn-rcc-mon	25
10,sdrp	41
4,sat-mon	38
15,bbn-rcc-mon	47
15,ospfigp	36
6,fire	41
18,sun-nd	33
10,visa	35
14,larp	33
5,stp	39
9,cbt	27
10,manet	39
11,ipv6-icmp	33
10,icmp	46
3,merit-inp	35
1,srp	39
14,l2tp	36
16,ipv6-route	37
14,hopopt	34
13,dgp	32
1,ipv6-icmp	38
6,vines	24
16,srp	55
15,wb-mon	39
12,nsh	30
2,crudp	34
19,ipv6-nonxt	39
2,qnx	42
1,sctp	31
19,igp	32
4,hopopt	17
1,bna	32
10,rsvp-e2e-ignore	35
1,merit-inp	31
12,emcon	37
7,vines	43
4,igp	42
9,sat-mon	23
10,ospfigp	33
10,ipip	25
16,fc	38
11,aris	37
18,sctp	30
17,pnni	37
1,sps	27
17,netblt	34
8,mux	38
14,cphb	28
1,crudp	36
11,prm	35
8,idpr	36
8,sun-nd	32
13,hip	36
17,dsr	28
7,ggp	26
6,iatp	32
14,cpnx	31
13,iplt	37
6,st	25
8,ipv6-frag	31
11,manet	37
6,igp	40
1,smp	30
16,cftp	39
3,ipv6-icmp	37
17,uti	39
2,dsr	38
0,crudp	37
8,rsvp	39
8,idrp	23
16,wsn	34
19,br-sat-mon	43
2,sprite-rpc	36
1,3pc	36
7,br-sat-mon	40
14,compaq-peer	35
7,netblt	37
8,egp	30
1,snp	29
9,ipcomp	26
14,sprite-rpc	40
7,vmtp	34
3,pnni	43
13,udp	34
8,vines	27
16,scc-sp	30
3,ospfigp	42
16,snp	35
6,rsvp-e2e-ignore	34
10,rvd	32
16,ah	30
13,merit-inp	22
8,trunk-2	30
17,qnx	41
8,trunk-1	40
10,ipcv	36
3,stp	31
16,iptm	40
6,irtp	35
16,ipv4	23
16,ipv6	33
17,leaf-1	37
17,leaf-2	49
5,wb-mon	57
9,vines	37
0,i-nlsp	34
1,wsn	27
9,gre	43
6,sm (deprecated)	41
0,micp (deprecated)	32
7,igmp	41
18,stp	41
16,smp	46
11,wesp	37
2,uti	34
13,ddp	37
2,nvp-ii	35
13,ipv6-icmp	43
19,ipcomp	49
13,ddx	38
7,tcp	46
6,skip	32
12,etherip	37
16,3pc	27
7,crtp	36
10,sm (deprecated)	39
11,pipe	30
18,ipv6-frag	40
6,argus (deprecated)	29
2,tlsp	28
11,pvp	30
16,vrrp	40
7,narp	35
7,tcf	40
15,scps	44
